assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
1,0,82,100,100,0,51938,0,0,-3,3,124.3,0,0,3,1.5,1.0,2,Marc,1.0,7,1,33.0,224,False,110.2,0,0,0,0,342,,2018-07-23T19:01:08Z,52,0,0,0,51938.jpg,2.0,0,0,Albrighton,0.5,False,11,a,11,13,95.0,18,9004,247,43492,838,0.2,3.5,Albrighton,1
1,2,71,100,75,1,172632,0,0,-1,1,68.0,0,0,3,1.8,1.0,4,Demarai,1.3,8,1,27.8,225,False,88.2,0,0,0,0,467,,2018-10-27T15:31:14Z,54,0,0,0,172632.jpg,3.3,0,0,Gray,0.9,False,7,a,11,13,122.0,23,124609,791,150649,1155,0.2,4.3,Gray,0
0,0,103,0,None,1,155569,0,0,-1,1,46.7,0,0,3,0.0,1.7,2,Daniel,1.7,9,0,20.8,226,False,139.0,0,0,0,0,639,Leg injury - Unknown return date,2018-10-27T19:01:14Z,44,0,0,0,155569.jpg,1.7,0,0,Amartey,0.3,False,18,i,11,13,21.0,15,10349,201,12828,1317,0.4,3.4,Amartey,2
0,3,158,None,None,2,203341,0,0,-1,1,104.5,0,0,3,5.2,4.7,10,Wilfred,4.7,16,1,38.9,227,False,202.2,0,0,0,0,900,,None,49,0,0,0,203341.jpg,2.8,0,0,Ndidi,0.7,False,25,a,11,13,82.0,28,20540,6791,28782,1091,1.0,5.7,Ndidi,2
0,0,18,None,None,0,54513,0,0,-3,3,8.6,0,0,3,1.2,0.7,2,Vicente,0.7,2,0,5.2,228,False,21.4,0,0,0,0,105,,None,47,0,0,0,54513.jpg,1.3,0,0,Iborra,0.0,False,21,a,11,13,21.0,4,673,87,2824,62,0.1,0.9,Iborra,0
0,0,0,0,0,0,61604,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,Matty,0.0,0,0,0.0,229,False,0.0,0,0,0,0,0,Achilles injury - Unknown return date,2018-07-05T14:31:07Z,44,0,0,0,61604.jpg,0.0,0,0,James,0.0,False,22,i,11,13,0.0,0,695,23,1276,26,0.0,0.0,James,0
0,0,0,None,None,0,197469,0,0,-1,1,0.0,0,0,3,0.5,0.0,0,Hamza,0.0,0,0,0.0,230,False,0.0,0,0,0,0,0,,None,44,0,0,0,197469.jpg,0.0,0,0,Choudhury,0.1,False,38,a,11,13,0.0,0,1793,40,3743,124,0.0,0.0,Choudhury,0
0,0,16,None,None,0,46483,0,0,-2,2,6.3,0,0,3,0.5,0.0,0,Adrien Sebastian,0.0,1,0,2.1,231,False,14.2,0,0,0,0,87,,None,48,0,0,0,46483.jpg,1.5,0,0,Perruchet Silva,0.2,False,23,a,11,13,0.0,3,3016,46,9266,216,0.0,0.6,Silva,0
0,0,0,None,None,0,210207,0,0,-3,3,0.0,0,0,3,0.5,0.0,0,Fousseni,0.0,0,0,0.0,232,False,0.0,0,0,0,0,0,,None,47,0,0,0,210207.jpg,0.0,0,0,Diabaté,0.0,False,27,a,11,13,0.0,0,794,15,2557,65,0.0,0.0,Diabaté,0
2,3,207,100,100,2,172780,0,0,5,-5,344.6,0,0,3,2.5,2.0,2,James,2.0,15,3,78.5,233,False,249.0,0,0,0,0,803,,2018-08-05T11:01:11Z,70,0,0,0,172780.jpg,4.6,0,0,Maddison,17.4,False,10,a,11,13,191.0,46,1269695,16441,353695,87314,0.3,6.6,Maddison,0
1,5,86,100,100,2,101668,0,0,0,0,60.0,1,0,4,2.2,1.7,1,Jamie,1.7,11,3,44.0,234,False,128.8,0,0,0,0,563,,2018-10-25T14:01:15Z,90,0,0,0,101668.jpg,3.9,1,0,Vardy,5.0,False,9,a,11,13,254.0,31,363528,18282,460419,14886,0.2,3.4,Vardy,0
0,0,16,100,100,0,78412,0,0,-2,2,6.2,0,0,4,1.5,1.0,1,Shinji,1.0,0,0,5.0,235,False,11.4,0,0,0,0,50,,2018-08-25T13:01:12Z,53,0,0,0,78412.jpg,1.0,0,0,Okazaki,0.6,False,20,a,11,13,32.0,6,8078,383,62333,809,0.2,1.1,Okazaki,0
4,3,111,None,None,1,173515,0,0,-1,1,138.1,1,0,4,3.5,3.0,2,Kelechi,3.0,8,1,37.1,236,False,112.8,0,0,0,0,574,,None,59,0,0,0,173515.jpg,3.6,0,0,Iheanacho,1.9,False,8,a,11,13,124.0,36,118676,13258,85473,6180,0.5,6.1,Iheanacho,0
0,0,0,None,None,0,95463,0,0,-1,1,0.0,0,0,1,0.5,0.0,0,Danny,0.0,0,0,0.0,457,False,0.0,0,0,0,0,0,,None,44,0,0,0,95463.jpg,0.0,0,0,Ward,0.2,False,12,a,11,13,0.0,0,536,9,4192,107,0.0,0.0,Ward,0
0,2,51,None,None,0,115858,0,0,-2,2,124.2,0,0,3,1.5,1.0,1,Rachid,1.0,8,1,24.8,492,False,63.4,0,0,0,0,310,,None,53,0,0,0,115858.jpg,1.9,0,0,Ghezzal,0.2,False,31,a,11,13,61.0,15,28595,103,33151,824,0.2,2.8,Ghezzal,2
0,0,0,0,0,0,213405,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Filip,0.0,0,0,0.0,501,False,0.0,0,0,0,0,0,Season-long loan to Celtic,2018-09-02T07:32:21Z,50,0,0,0,213405.jpg,0.0,0,0,Benkovic,0.0,False,16,u,11,13,0.0,0,243,0,2748,19,0.0,0.0,Benkovic,0
0,0,6,100,100,0,218031,0,0,-1,1,0.9,0,0,2,0.8,0.3,1,Caglar,0.3,1,0,0.2,515,False,1.0,0,0,0,0,79,,2018-08-17T10:31:12Z,49,0,0,0,218031.jpg,1.0,0,0,Söyüncü,0.0,False,4,a,11,13,0.0,1,442,26,3169,22,0.1,0.2,Söyüncü,1
1,0,112,None,None,2,86881,0,0,0,0,31.0,0,0,3,1.8,1.3,0,Nampalys,1.3,13,0,12.2,527,False,88.6,0,0,0,0,720,,None,45,0,0,0,86881.jpg,2.5,0,0,Mendy,1.2,False,24,a,11,13,2.0,20,93706,1372,50906,4316,0.3,4.4,Mendy,1
0,0,0,100,100,0,66797,0,0,-2,2,0.0,0,0,1,0.5,1.5,0,Simon,0.0,0,0,0.0,237,False,0.0,0,0,0,0,0,,2018-09-14T13:01:14Z,48,0,0,0,66797.jpg,0.0,0,0,Mignolet,0.1,False,22,a,12,14,0.0,0,1011,18,4533,94,0.0,0.0,Mignolet,0
0,0,0,0,0,0,104542,0,0,-1,1,0.0,0,0,1,0.0,0.0,0,Loris,0.0,0,0,0.0,238,False,0.0,0,0,0,0,0,Two year loan to Besiktas,2018-08-27T06:55:46Z,49,0,0,0,104542.jpg,0.0,0,0,Karius,0.1,False,1,u,12,14,0.0,0,492,6,7664,56,0.0,0.0,Karius,0
0,6,75,100,100,2,38454,0,0,-1,1,5.3,1,0,2,7.2,8.2,2,Dejan,6.7,1,0,8.7,239,False,75.6,0,0,0,0,270,,2018-08-10T11:01:12Z,49,0,0,0,38454.jpg,6.7,0,0,Lovren,2.5,False,6,a,12,14,6.0,20,58301,6482,275372,3945,1.4,4.1,Lovren,0
0,0,13,None,None,0,100059,0,0,-3,3,39.3,0,0,2,1.2,2.2,2,Alberto,0.7,1,0,6.1,240,False,16.6,0,0,0,0,90,,None,42,0,0,0,100059.jpg,2.0,0,0,Moreno,0.3,False,18,a,12,14,5.0,2,3325,262,16645,221,0.2,0.5,Moreno,0
0,0,0,None,None,0,57328,0,0,-4,4,0.0,0,0,2,0.5,1.5,0,Nathaniel,0.0,0,0,0.0,241,False,0.0,0,0,0,0,0,,None,46,0,0,0,57328.jpg,0.0,0,0,Clyne,0.3,False,2,a,12,14,0.0,0,2370,37,21898,221,0.0,0.0,Clyne,0
0,2,200,100,100,5,171287,0,0,1,-1,89.1,0,0,2,4.5,5.5,0,Joseph,4.0,3,0,29.4,242,False,162.8,0,0,0,0,755,,2018-08-12T12:31:12Z,51,0,0,0,171287.jpg,4.3,0,0,Gomez,4.1,False,12,a,12,14,42.0,39,282514,3947,101405,15763,0.8,7.6,Gomez,0
0,3,50,100,100,1,60914,0,0,-1,1,5.1,1,0,2,0.5,1.5,0,Joel,0.0,1,1,7.7,243,False,55.4,0,0,0,0,93,,2018-08-20T19:01:12Z,49,0,0,0,60914.jpg,4.5,0,0,Matip,0.2,False,32,a,12,14,17.0,18,12841,73,9744,909,0.0,3.7,Matip,0
0,0,0,0,0,0,33871,0,0,-1,1,0.0,0,0,2,0.0,0.0,0,Ragnar,0.0,0,0,0.0,244,False,0.0,0,0,0,0,0,Transferred to Cagliari,2018-08-08T07:01:10Z,44,0,0,0,33871.jpg,0.0,0,0,Klavan,0.0,False,17,u,12,14,0.0,0,171,3,5232,38,0.0,0.0,Klavan,0
1,2,162,None,None,5,169187,0,0,1,-1,135.9,1,0,2,1.2,2.2,2,Trent,0.7,3,0,34.8,245,False,128.4,0,0,0,0,715,,None,51,0,0,0,169187.jpg,4.8,0,0,Alexander-Arnold,18.2,False,66,a,12,14,84.0,38,715574,7630,587742,35750,0.1,7.5,Alexander-Arnold,3
0,4,204,100,100,5,97032,0,0,-1,1,13.4,0,0,2,5.8,6.8,2,Virgil,5.3,4,0,25.1,246,False,207.4,0,0,0,0,864,,2018-10-20T15:31:16Z,59,0,0,0,97032.jpg,4.2,0,0,van Dijk,15.3,False,4,a,12,14,30.0,42,236186,14487,455329,13258,0.9,7.1,van Dijk,1
2,9,234,None,None,6,122798,0,0,4,-4,173.3,0,0,2,5.2,6.2,0,Andrew,4.7,3,0,43.1,247,True,180.0,0,0,0,0,810,,None,64,0,0,0,122798.jpg,6.3,0,0,Robertson,30.2,False,26,a,12,14,76.0,57,1147215,16836,364274,47730,0.7,8.9,Robertson,0
0,0,0,0,0,0,81880,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,Alex,0.0,0,0,0.0,248,False,0.0,0,0,0,0,0,Knee injury - Unknown return date,2018-07-05T14:31:07Z,64,0,0,0,81880.jpg,0.0,0,0,Oxlade-Chamberlain,0.0,False,21,i,12,14,0.0,0,471,18,1493,34,0.0,0.0,Chamberlain,0
0,0,106,0,0,2,56979,0,0,-2,2,62.5,0,0,3,0.0,0.0,0,Jordan,1.3,3,0,14.6,249,False,78.8,0,0,0,0,455,Hamstring injury - Expected back 03 Nov,2018-10-22T10:01:16Z,53,0,0,0,56979.jpg,1.7,0,0,Henderson,0.7,False,14,i,12,14,2.0,15,9971,14,44564,2313,0.2,2.8,Henderson,0
0,0,23,100,100,2,39155,0,0,-1,1,29.0,0,0,3,2.2,3.2,3,Adam,1.7,0,0,9.2,250,False,17.6,0,0,0,0,131,,2018-09-04T14:31:13Z,69,0,0,0,39155.jpg,2.0,0,0,Lallana,0.7,False,20,a,12,14,46.0,6,1766,110,39571,249,0.2,0.9,Lallana,1
0,11,196,100,100,5,110979,1,-1,3,-3,163.4,3,0,3,6.5,7.5,15,Sadio,6.0,4,6,78.6,251,True,274.8,0,0,0,0,790,,2018-10-15T22:01:16Z,98,0,0,0,110979.jpg,7.0,0,0,Mané,32.3,False,10,a,12,14,348.0,63,1915523,110542,1232404,14737,0.6,6.5,Mané,1
1,3,131,100,100,5,41733,0,0,0,0,92.9,0,0,3,3.5,4.5,6,Georginio,3.0,4,1,37.7,252,False,128.8,0,0,0,0,834,,2018-07-29T09:01:10Z,55,0,0,0,41733.jpg,3.4,0,0,Wijnaldum,1.5,False,5,a,12,14,154.0,34,84860,4348,54071,4543,0.5,6.2,Wijnaldum,1
4,2,184,100,100,6,118748,1,-1,0,0,275.6,1,0,3,9.2,10.2,15,Mohamed,8.7,4,5,119.9,253,True,307.0,0,0,0,0,851,,2018-10-20T15:31:16Z,130,0,0,0,118748.jpg,6.5,0,0,Salah,35.1,False,11,a,12,14,615.0,65,705500,82344,1687232,11048,0.7,5.0,Salah,0
2,3,161,100,100,4,15157,0,0,2,-2,226.3,1,0,3,2.2,3.2,1,James,1.7,4,1,52.3,254,False,197.4,0,0,0,0,679,,2018-10-20T15:31:16Z,57,0,0,0,15157.jpg,3.3,0,0,Milner,4.3,False,7,a,12,14,97.0,33,491335,1785,353252,22356,0.3,5.8,Milner,2
0,0,15,100,100,0,116643,0,0,-4,4,17.7,0,0,3,1.5,2.5,2,Fabio Henrique,1.0,1,0,5.3,255,False,21.2,0,0,0,0,111,,2018-08-12T12:31:12Z,56,0,0,0,116643.jpg,1.5,0,0,Tavares,0.5,False,3,a,12,14,14.0,3,6353,418,40069,470,0.2,0.5,Fabinho,0
0,0,55,0,0,5,175592,0,0,-3,3,66.6,0,0,3,0.0,0.0,0,Naby,1.0,0,0,21.5,256,False,69.4,0,0,0,0,436,Thigh injury - Expected back 03 Nov,2018-10-16T15:31:15Z,72,0,0,0,175592.jpg,2.3,0,0,Keita,1.9,False,8,i,12,14,78.0,18,70080,47,255820,4949,0.1,2.5,Keita,0
2,4,147,100,100,7,92217,0,0,-2,2,179.9,0,0,4,2.2,3.2,2,Roberto,1.7,2,2,63.7,257,False,173.8,0,0,0,0,745,,2018-09-15T14:31:15Z,93,0,0,0,92217.jpg,3.7,0,0,Firmino,20.5,False,9,a,12,14,284.0,37,497770,10963,1260174,76370,0.2,4.0,Firmino,0
0,0,0,100,100,0,154566,0,0,-2,2,0.0,0,0,4,0.5,1.5,0,Dominic,0.0,0,0,0.0,259,False,0.0,0,0,0,0,0,,2018-09-17T16:31:14Z,48,0,0,0,154566.jpg,0.0,0,0,Solanke,0.3,False,29,a,12,14,0.0,0,5284,196,15022,390,0.0,0.0,Solanke,0
4,0,74,None,None,1,68312,0,0,-5,5,76.8,0,0,3,4.5,5.5,6,Xherdan,4.0,1,1,25.0,462,False,91.8,0,0,0,0,215,,None,70,0,0,0,68312.jpg,4.2,0,0,Shaqiri,2.4,False,23,a,12,14,81.0,25,59751,5703,308919,5934,0.6,3.6,Shaqiri,0
0,1,203,None,None,6,116535,1,-1,2,-2,0.0,0,0,1,5.2,6.2,2,Alisson,4.7,4,0,16.6,468,False,166.8,0,0,0,0,900,,None,57,0,0,0,116535.jpg,4.7,0,19,Ramses Becker,20.2,False,13,a,12,14,0.0,47,506128,6635,292710,29520,0.8,8.2,Alisson,0
0,2,68,None,None,1,40755,0,0,-2,2,42.3,0,0,4,1.2,2.2,0,Daniel,0.7,1,2,22.3,472,False,81.0,0,0,0,0,133,,None,58,0,0,0,40755.jpg,2.4,0,0,Sturridge,1.4,False,15,a,12,14,101.0,17,74056,2022,83505,7429,0.1,2.9,Sturridge,1
0,0,0,100,100,0,152760,0,0,0,0,0.0,0,0,4,0.5,1.5,0,Divock,0.0,0,0,0.0,543,False,0.0,0,0,0,0,0,,2018-10-20T18:31:17Z,50,0,0,0,152760.jpg,0.0,0,0,Origi,0.0,False,27,a,12,14,0.0,0,193,102,69,43,0.0,0.0,Origi,0
0,6,140,100,100,3,103025,0,0,-4,4,167.3,1,0,3,8.8,7.8,11,Riyad,7.3,1,4,65.8,223,False,193.2,0,0,0,0,499,,2018-07-29T08:31:08Z,86,0,1,0,103025.jpg,4.1,0,0,Mahrez,2.8,False,26,a,13,43,298.0,41,152157,36047,278948,3469,0.8,4.8,Mahrez,0
1,4,215,None,None,7,121160,1,-1,3,-3,20.0,1,0,1,8.5,7.5,8,Ederson,7.0,3,0,16.7,260,True,147.4,0,0,0,0,900,,None,58,0,0,0,121160.jpg,5.7,0,14,Santana de Moraes,26.1,False,31,a,13,43,0.0,57,756811,41415,331724,8262,1.2,10.0,Ederson,0
0,0,0,0,0,0,33148,0,0,-1,1,0.0,0,0,1,0.0,0.0,0,Claudio,0.0,0,0,0.0,261,False,0.0,0,0,0,0,0,Achilles injury - Unknown return date,2018-08-20T21:31:21Z,49,0,0,0,33148.jpg,0.0,0,0,Bravo,0.1,False,1,i,13,43,0.0,0,809,27,8862,100,0.0,0.0,Bravo,0
0,5,152,None,None,4,97299,0,0,-2,2,48.0,0,0,2,8.5,7.5,7,John,7.0,2,0,17.1,262,False,112.8,0,0,0,0,556,,None,53,0,0,0,97299.jpg,4.9,0,0,Stones,6.1,False,5,a,13,43,10.0,34,198292,13691,407349,3416,1.3,6.4,Stones,0
0,0,60,None,None,1,17476,0,0,-3,3,21.9,0,0,2,3.5,2.5,1,Vincent,2.0,2,0,10.1,263,False,70.4,0,0,0,0,272,,None,52,0,0,0,17476.jpg,2.0,0,0,Kompany,1.3,False,4,a,13,43,8.0,10,18466,490,81651,1318,0.4,1.9,Kompany,2
0,0,84,None,None,3,57410,0,0,-4,4,7.4,0,0,2,1.5,0.5,0,Nicolás,0.0,0,0,11.1,264,False,57.8,0,0,0,0,270,,None,61,0,0,0,57410.jpg,6.0,0,0,Otamendi,2.9,False,30,a,13,43,46.0,18,30507,440,325562,4536,0.0,3.0,Otamendi,0
0,4,195,100,100,6,58621,0,0,1,-1,94.0,1,0,2,5.5,4.5,6,Kyle,4.0,2,1,27.9,265,False,142.0,0,0,0,0,720,,2018-10-21T16:31:17Z,66,0,0,0,58621.jpg,6.3,0,0,Walker,13.6,False,2,a,13,43,42.0,50,432515,5723,408852,11741,0.6,7.6,Walker,0
0,0,0,75,75,0,100180,0,0,-4,4,0.0,0,0,2,1.1,0.4,0,Danilo Luiz,0.0,0,0,0.0,266,False,0.0,0,0,0,0,0,Ankle injury - 75% chance of playing,2018-10-16T23:31:15Z,51,0,0,0,100180.jpg,0.0,0,0,da Silva,0.4,False,3,d,13,43,0.0,0,2355,21,41229,453,0.0,0.0,Danilo,0
6,6,218,100,100,4,102826,1,-1,4,-4,181.7,2,0,2,8.5,7.5,6,Benjamin,7.0,3,0,44.7,267,False,207.6,0,0,0,0,630,,2018-09-16T16:01:14Z,64,0,0,0,102826.jpg,7.6,0,0,Mendy,18.4,False,22,a,13,43,59.0,53,1752539,74149,1519185,6356,1.1,8.4,Mendy,1
0,1,234,100,100,7,146941,0,0,3,-3,53.8,0,0,2,7.5,6.5,6,Aymeric,6.0,3,1,39.0,268,True,215.8,0,0,0,0,900,,2018-07-29T09:31:09Z,58,0,0,0,146941.jpg,5.4,0,0,Laporte,9.9,False,14,a,13,43,120.0,54,565603,54092,133696,6358,1.0,9.3,Laporte,1
0,2,63,100,100,2,41823,0,0,-2,2,25.6,0,0,2,1.5,0.5,0,Fabian,0.0,0,0,5.7,269,False,32.0,0,0,0,0,156,,2018-10-01T08:31:14Z,53,0,0,0,41823.jpg,7.0,0,0,Delph,0.2,False,18,a,13,43,0.0,14,24238,83,33454,491,0.0,2.6,Delph,0
3,6,181,100,100,6,103955,-1,1,1,-1,270.1,2,0,3,4.5,3.5,6,Raheem,3.0,2,4,95.7,270,False,269.4,0,0,0,0,678,,2018-09-03T18:31:13Z,111,0,0,0,103955.jpg,7.0,0,0,Sterling,6.7,False,7,a,13,43,416.0,56,535786,16694,309769,22858,0.3,5.0,Sterling,1
2,5,195,None,None,5,20664,0,0,0,0,437.3,1,0,3,6.5,5.5,3,David,5.0,3,2,107.9,271,False,232.0,0,0,0,0,671,,None,85,0,0,0,20664.jpg,5.1,0,0,Silva,7.3,False,21,a,13,43,408.0,41,539397,11670,419718,14346,0.6,4.8,David Silva,1
2,3,173,None,None,7,27789,0,0,-1,1,142.9,1,0,3,7.8,6.8,2,Fernando,6.3,3,1,43.9,272,False,204.0,0,0,0,0,883,,None,54,0,0,0,27789.jpg,3.9,0,0,Luiz Rosa,5.3,False,25,a,13,43,91.0,39,147270,16484,212511,10289,1.2,7.2,Fernandinho,2
0,0,8,100,100,0,61366,0,0,-2,2,31.6,0,0,3,2.2,1.2,1,Kevin,0.7,0,0,5.6,273,False,9.6,0,0,0,0,81,,2018-08-15T16:01:11Z,98,0,0,0,61366.jpg,0.7,0,0,De Bruyne,5.2,False,17,a,13,43,15.0,2,158441,14512,1219116,8576,0.1,0.2,De Bruyne,1
2,5,117,0,0,2,59859,-1,1,-1,1,130.0,1,0,3,0.0,0.0,0,Ilkay,0.0,2,1,35.5,274,False,110.0,0,0,0,0,352,Knock - Expected back 04 Nov,2018-10-03T00:01:15Z,54,0,0,0,59859.jpg,4.7,0,0,Gündogan,1.8,False,8,i,13,43,117.0,28,284582,107,299412,11690,0.0,5.2,Gündogan,0
3,1,117,None,None,4,182156,0,0,-3,3,151.9,0,0,3,4.2,3.2,0,Leroy,2.7,0,2,59.3,275,False,148.8,0,0,0,0,384,,None,92,0,0,0,182156.jpg,4.4,0,0,Sané,4.8,False,19,a,13,43,291.0,35,225068,2953,670785,21718,0.3,3.8,Sané,1
1,3,172,100,100,6,165809,0,0,1,-1,261.4,1,0,3,5.2,4.2,3,Bernardo Mota,3.7,2,3,75.4,276,False,217.6,0,0,0,0,780,,2018-09-10T09:01:14Z,76,0,0,0,165809.jpg,4.4,0,0,Veiga de Carvalho e Silva,9.2,False,20,a,13,43,275.0,44,793116,12033,677845,25648,0.5,5.8,Bernardo Silva,1
0,0,14,100,100,0,209244,-1,1,-4,4,41.4,0,0,3,1.8,0.8,0,Phil,0.3,0,0,10.2,277,False,11.6,0,0,0,0,46,,2018-07-29T09:31:09Z,46,0,0,0,209244.jpg,1.0,0,0,Foden,0.1,False,47,a,13,43,49.0,4,3394,78,13102,274,0.1,0.9,Foden,0
0,0,0,100,100,0,216183,-1,1,-3,3,0.0,0,0,3,1.5,0.5,0,Brahim,0.0,0,0,0.0,278,False,0.0,0,0,0,0,0,,2018-09-26T00:31:14Z,47,0,0,0,216183.jpg,0.0,0,0,Diaz,0.0,False,55,a,13,43,0.0,0,663,31,2322,58,0.0,0.0,Diaz,0
0,0,19,None,None,1,206325,0,0,-2,2,39.1,0,0,3,1.5,0.5,0,Oleksandr,0.0,0,0,9.4,279,False,24.6,0,0,0,0,90,,None,48,0,0,0,206325.jpg,3.0,0,0,Zinchenko,0.0,False,35,a,13,43,30.0,3,726,17,1923,51,0.0,0.6,Zinchenko,0
4,6,221,100,100,6,37572,0,0,3,-3,195.1,1,0,4,4.5,3.5,2,Sergio,3.0,3,6,108.6,280,True,272.6,0,0,0,0,711,,2018-09-15T17:01:14Z,113,0,0,0,37572.jpg,6.0,0,0,Agüero,51.2,False,10,a,13,43,619.0,60,1816593,58049,789888,32516,0.3,5.3,Agüero,1
0,1,45,None,None,0,205651,0,0,-3,3,113.6,0,0,4,2.5,1.5,1,Gabriel Fernando,1.0,2,1,52.4,281,False,85.6,0,0,0,0,295,,None,102,0,0,0,205651.jpg,1.7,0,0,de Jesus,1.4,False,33,a,13,43,324.0,15,45124,535,125943,1514,0.1,1.5,Jesus,0
0,0,0,None,None,0,232917,0,0,0,0,0.0,0,0,1,1.5,0.5,0,Arijanet,0.0,0,0,0.0,529,False,0.0,0,0,0,0,0,,None,45,0,0,0,232917.jpg,0.0,0,0,Muric,0.0,False,49,a,13,43,0.0,0,628,34,442,40,0.0,0.0,Muric,0
0,1,165,None,None,1,51940,0,0,-2,2,0.0,0,0,1,3.2,3.2,3,David,2.7,17,0,24.9,282,False,248.6,0,0,0,0,900,,None,58,0,0,0,51940.jpg,2.8,0,34,De Gea,17.1,False,1,a,14,1,0.0,28,89269,1213,769371,20529,0.5,4.8,De Gea,0
0,0,0,100,100,0,42899,0,0,0,0,0.0,0,0,1,0.5,0.5,0,Sergio,0.0,0,0,0.0,283,False,0.0,0,0,0,0,0,,2018-09-25T23:31:13Z,50,0,0,0,42899.jpg,0.0,0,0,Romero,0.1,False,22,a,14,1,0.0,0,529,31,2120,68,0.0,0.0,Romero,0
0,3,121,100,100,1,55909,0,0,-2,2,4.7,1,0,2,1.5,1.5,1,Chris,1.0,13,1,24.9,284,False,164.6,0,0,0,0,720,,2018-07-29T08:31:08Z,58,0,0,0,55909.jpg,3.0,0,0,Smalling,1.8,False,12,a,14,1,79.0,24,59730,595,144893,2998,0.2,4.1,Smalling,1
0,0,6,100,100,0,76359,0,0,-3,3,0.3,0,0,2,0.5,0.5,0,Phil,0.0,2,0,0.9,285,False,8.2,0,0,0,0,57,,2018-08-27T22:01:13Z,52,0,0,0,76359.jpg,0.0,0,0,Jones,0.5,False,4,a,14,1,0.0,0,2011,68,146875,442,0.0,0.0,Jones,0
2,3,162,100,100,1,106760,-1,1,0,0,176.9,1,0,2,1.5,1.5,2,Luke,1.0,16,1,49.9,286,False,209.2,0,0,0,0,810,,2018-10-20T11:31:16Z,50,0,0,0,106760.jpg,3.2,0,0,Shaw,8.1,False,23,a,14,1,112.0,29,657370,7258,556328,13018,0.2,5.8,Shaw,3
0,0,0,100,0,0,58893,0,0,-1,1,0.0,0,0,2,0.5,0.0,0,Marcos,0.0,0,0,0.0,287,False,0.0,0,0,0,0,0,,2018-10-28T15:01:14Z,49,0,0,0,58893.jpg,0.0,0,0,Rojo,0.1,False,16,a,14,1,0.0,0,521,67,3684,51,0.0,0.0,Rojo,0
0,1,69,75,75,1,20695,0,0,0,0,96.1,0,0,2,0.4,0.4,0,Antonio,0.0,5,0,15.1,288,False,52.0,0,0,0,0,360,Dental Problem - 75% chance of playing,2018-10-24T09:01:16Z,65,0,0,0,20695.jpg,2.5,0,0,Valencia,0.7,False,25,d,14,1,3.0,10,16670,43,40579,1978,0.0,1.5,Valencia,2
0,0,16,None,None,0,40002,0,0,-4,4,2.3,0,0,2,0.5,0.5,0,Matteo,0.0,1,0,3.0,289,False,20.6,0,0,0,0,90,,None,46,0,0,0,40002.jpg,2.0,0,0,Darmian,0.2,False,36,a,14,1,7.0,2,5336,39,22918,166,0.0,0.4,Darmian,0
0,0,0,0,0,0,58877,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Daley,0.0,0,0,0.0,290,False,0.0,0,0,0,0,0,Transferred to Ajax,2018-07-18T10:05:48Z,50,0,0,0,58877.jpg,0.0,0,0,Blind,0.0,False,17,u,14,1,0.0,0,66,6,559,7,0.0,0.0,Blind,0
0,0,31,100,100,0,197365,0,0,-4,4,0.7,0,0,2,0.5,0.5,0,Eric,0.0,6,0,4.1,291,False,35.6,0,0,0,0,200,,2018-08-10T19:31:12Z,51,0,0,0,197365.jpg,1.0,0,0,Bailly,1.6,False,3,a,14,1,4.0,5,43775,142,160348,2044,0.0,1.0,Bailly,0
0,0,121,None,None,1,184667,0,0,-2,2,3.8,0,0,2,1.5,1.5,2,Victor,1.0,12,0,15.3,292,False,138.6,0,0,0,0,718,,None,48,1,0,0,184667.jpg,1.7,0,0,Lindelöf,0.9,False,2,a,14,1,9.0,15,34162,1619,62364,975,0.2,3.1,Lindelöf,0
2,0,90,100,100,0,18892,0,0,-3,3,153.0,0,0,2,2.5,2.5,2,Ashley,2.0,12,0,26.8,293,False,104.6,0,0,0,0,540,,2018-10-06T15:31:14Z,57,0,0,0,18892.jpg,2.0,0,0,Young,1.1,False,18,a,14,1,10.0,12,12987,1135,71441,957,0.4,2.1,Young,2
0,0,0,0,0,0,216051,0,0,-2,2,0.0,0,0,2,0.0,0.0,0,José Diogo,0.0,0,0,0.0,294,False,0.0,0,0,0,0,0,Knock - Expected back 03 Nov,2018-10-19T14:01:16Z,53,0,0,0,216051.jpg,0.0,0,0,Dalot Teixeira,0.0,False,20,i,14,1,0.0,0,1839,10,2775,95,0.0,0.0,Dalot,0
