assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
2,1,87,100,0,1,37265,0,0,-5,5,160.3,0,0,3,2.8,0.0,0,Alexis,2.3,5,1,43.8,295,False,113.4,0,0,0,0,358,,2018-10-28T15:01:14Z,100,0,0,0,37265.jpg,3.1,0,0,Sánchez,1.4,False,7,a,14,1,164.0,22,40607,188,466488,2891,0.2,2.2,Sánchez,2
0,0,80,100,100,1,62398,0,0,0,0,66.6,0,0,3,1.8,1.8,1,Nemanja,1.3,11,0,20.3,296,False,78.8,0,0,0,0,600,,2018-10-20T11:31:16Z,50,0,0,0,62398.jpg,1.4,1,0,Matic,0.6,False,31,a,14,1,58.0,10,20462,1292,38575,1265,0.3,2.0,Matic,2
1,2,75,None,None,1,43670,0,0,-3,3,101.9,1,0,3,4.8,4.8,2,Juan,4.3,7,1,24.5,297,False,79.8,0,0,0,0,410,,None,62,0,0,0,43670.jpg,3.0,0,0,Mata,1.2,False,8,a,14,1,63.0,21,50032,1948,117453,2734,0.7,3.4,Mata,1
2,0,89,0,0,1,41184,0,0,0,0,57.9,0,0,3,0.0,0.0,0,Marouane,0.3,7,0,28.6,298,False,119.6,0,0,0,0,470,Knock - Unknown return date,2018-10-19T14:01:16Z,50,0,0,0,41184.jpg,2.4,0,0,Fellaini,0.7,False,27,i,14,1,109.0,19,53625,60,60942,5016,0.1,3.8,Fellaini,0
0,0,14,100,100,0,59846,0,0,0,0,2.5,0,0,3,1.2,1.2,1,Ander,0.7,3,0,7.9,299,False,22.6,0,0,0,0,88,,2018-10-20T11:31:16Z,50,0,0,0,59846.jpg,0.8,0,0,Herrera,0.1,False,21,a,14,1,53.0,3,2589,99,8340,107,0.1,0.6,Herrera,1
0,0,43,100,75,1,109322,0,0,-3,3,68.2,0,0,3,0.8,0.6,1,Jesse,0.3,5,0,19.8,300,False,24.4,0,0,0,0,355,,2018-10-28T15:01:14Z,67,0,0,0,109322.jpg,1.8,0,0,Lingard,2.0,False,14,a,14,1,105.0,11,53877,337,243539,1734,0.0,1.6,Lingard,0
1,8,121,None,None,0,148225,1,-1,-1,1,142.9,2,0,3,12.8,12.8,9,Anthony,12.3,9,4,47.1,301,False,175.0,0,0,0,0,438,,None,74,0,0,0,148225.jpg,5.9,0,0,Martial,5.9,False,11,a,14,1,154.0,41,329551,105127,54907,8165,1.7,5.6,Martial,1
3,3,159,100,100,2,74208,0,0,0,0,213.7,0,0,3,5.2,5.2,8,Paul,4.7,15,3,92.0,302,False,317.4,0,0,0,0,872,,2018-08-10T19:31:12Z,80,0,2,0,74208.jpg,4.4,0,0,Pogba,13.4,False,6,a,14,1,387.0,44,826454,16519,752732,15695,0.6,5.5,Pogba,1
0,0,27,75,75,0,195851,0,0,-2,2,4.0,0,0,3,0.6,0.6,0,Scott,0.3,6,0,4.0,303,False,23.0,0,0,0,0,155,Knee injury - 75% chance of playing,2018-10-14T22:01:15Z,43,0,0,0,195851.jpg,1.3,0,0,McTominay,0.7,False,39,d,14,1,13.0,5,30984,743,38824,2174,0.1,1.2,McTominay,0
0,3,79,None,None,1,101582,0,0,-4,4,116.8,0,0,3,1.2,1.2,2,Frederico,0.7,9,1,26.0,304,False,85.0,0,0,0,0,427,,None,56,0,0,0,101582.jpg,3.2,0,0,Rodrigues de Paula Santos,1.7,False,17,a,14,1,57.0,19,49069,429,225381,3172,0.1,3.4,Fred,1
1,0,43,100,100,2,176297,0,0,-3,3,50.6,0,0,4,3.5,3.5,2,Marcus,3.0,4,1,20.5,305,False,79.2,0,0,0,0,368,,2018-10-20T16:31:16Z,67,0,0,0,176297.jpg,2.1,1,0,Rashford,4.5,False,10,a,14,1,78.0,15,83776,10000,456730,4631,0.4,2.2,Rashford,0
0,5,110,100,100,1,66749,-1,1,-2,2,145.3,1,0,4,2.2,2.2,1,Romelu,1.7,17,4,70.0,306,False,179.4,0,0,0,0,768,,2018-08-10T19:31:12Z,108,0,0,0,66749.jpg,3.8,0,0,Lukaku,5.9,False,9,a,14,1,375.0,38,415731,2369,556726,25000,0.2,3.5,Lukaku,1
0,0,28,None,None,0,156689,0,0,-4,4,7.6,0,0,3,0.5,0.5,0,Andreas,0.0,5,0,5.4,481,False,30.4,0,0,0,0,156,,None,46,0,0,0,156689.jpg,0.8,0,0,Pereira,0.2,False,15,a,14,1,16.0,3,7661,181,31392,410,0.0,0.7,Pereira,2
0,0,0,None,None,0,6744,0,0,0,0,0.0,0,0,1,0.5,0.5,0,Lee,0.0,0,0,0.0,520,False,0.0,0,0,0,0,0,,None,50,0,0,0,6744.jpg,0.0,0,0,Grant,0.0,False,13,a,14,1,0.0,0,404,11,471,23,0.0,0.0,Grant,0
0,0,0,None,None,0,19838,0,0,-1,1,0.0,0,0,1,-0.5,0.0,0,Robert,0.0,0,0,0.0,307,False,0.0,0,0,0,0,0,,None,44,0,0,0,19838.jpg,0.0,0,0,Elliot,0.2,False,1,a,15,4,0.0,0,774,22,7676,195,0.0,0.0,Elliot,0
0,0,0,None,None,0,59735,0,0,-1,1,0.0,0,0,1,-0.5,0.0,0,Karl,0.0,0,0,0.0,308,False,0.0,0,0,0,0,0,,None,44,0,0,0,59735.jpg,0.0,0,0,Darlow,0.1,False,26,a,15,4,0.0,0,333,7,2062,42,0.0,0.0,Darlow,0
0,5,182,100,100,3,67089,0,0,0,0,0.0,0,0,1,4.2,4.7,9,Martin,4.7,14,0,24.4,309,False,245.2,0,0,0,0,900,,2018-08-11T11:31:12Z,50,0,0,0,67089.jpg,3.9,0,30,Dubravka,0.5,False,12,a,15,4,0.0,39,16094,801,11934,582,0.9,7.8,Dubravka,0
1,0,117,100,100,2,151119,0,0,0,0,90.9,0,0,2,2.5,3.0,6,DeAndre,3.0,14,1,26.3,310,False,148.4,0,0,0,0,799,,2018-09-29T13:01:13Z,45,1,0,0,151119.jpg,2.9,0,0,Yedlin,1.2,False,22,a,15,4,23.0,26,34456,1839,55474,951,0.7,5.8,Yedlin,1
0,0,88,100,100,1,58845,0,0,0,0,2.2,0,0,2,-0.5,0.0,0,Ciaran,0.0,10,1,18.7,311,False,136.6,0,0,0,0,485,,2018-10-16T15:31:15Z,45,0,0,0,58845.jpg,2.7,0,0,Clark,0.2,False,2,a,15,4,47.0,16,9963,35,13316,382,0.0,3.6,Clark,0
0,5,159,100,100,3,101148,0,0,-2,2,14.1,0,0,2,3.5,4.0,9,Jamaal,4.0,10,0,26.7,312,False,193.8,0,0,0,0,765,,2018-09-15T18:01:15Z,48,0,0,0,101148.jpg,3.3,0,0,Lascelles,4.1,False,6,a,15,4,58.0,30,28638,3187,235551,2326,0.8,6.3,Lascelles,0
0,0,135,100,100,3,106618,0,0,-1,1,55.0,0,0,2,2.2,2.7,6,Paul,2.7,9,0,21.3,313,False,153.8,0,0,0,0,720,,2018-10-20T13:01:17Z,44,0,0,0,106618.jpg,3.0,0,0,Dummett,0.2,False,3,a,15,4,4.0,24,7220,397,9800,143,0.6,5.5,Dummett,0
0,0,0,0,0,0,77359,0,0,-1,1,0.0,0,0,2,0.0,0.0,0,Florian,0.0,0,0,0.0,314,False,0.0,0,0,0,0,0,Knee injury - Unknown return date,2018-07-29T08:31:08Z,44,0,0,0,77359.jpg,0.0,0,0,Lejeune,0.0,False,20,i,15,4,0.0,0,182,9,915,11,0.0,0.0,Lejeune,0
0,0,21,100,100,0,109528,0,0,-1,1,2.1,0,0,2,-0.2,0.3,0,Javier,0.3,3,0,2.6,315,False,23.8,0,0,0,0,145,,2018-09-15T13:01:14Z,44,0,0,0,109528.jpg,0.7,0,0,Manquillo,0.1,False,19,a,15,4,0.0,2,463,6,5563,66,0.1,0.5,Manquillo,1
0,0,0,0,0,0,149736,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Chancel,0.0,0,0,0.0,316,False,0.0,0,0,0,0,0,Transferred to Porto,2018-07-24T14:34:52Z,40,0,0,0,149736.jpg,0.0,0,0,Mbemba,0.1,False,18,u,15,4,0.0,0,872,20,7169,88,0.0,0.0,Mbemba,0
1,0,76,100,100,3,56983,0,0,-1,1,171.8,0,0,3,1.5,2.0,3,Matt,2.0,11,0,43.3,317,False,98.8,0,0,0,0,711,,2018-08-28T13:31:12Z,59,0,0,0,56983.jpg,2.3,0,0,Ritchie,0.5,False,11,a,15,4,164.0,21,19865,203,50466,832,0.3,3.6,Ritchie,3
1,0,105,100,100,3,50232,0,0,-1,1,246.6,0,0,3,2.8,3.3,3,Jonjo,3.3,8,0,49.8,318,False,149.6,0,0,0,0,630,,2018-08-26T16:01:12Z,54,0,0,0,50232.jpg,2.9,0,0,Shelvey,0.6,False,8,a,15,4,101.0,20,13033,368,42382,1071,0.6,3.7,Shelvey,0
0,0,46,None,None,3,28147,0,0,-1,1,30.5,0,0,3,1.5,2.0,3,Mohamed,2.0,14,0,22.0,319,False,130.2,0,0,0,0,885,,None,49,0,0,0,28147.jpg,2.1,0,0,Diamé,0.1,False,10,a,15,4,58.0,21,3120,93,4634,181,0.4,4.3,Diamé,2
0,0,27,100,100,0,104953,0,0,-3,3,61.3,0,0,3,-0.2,0.3,0,Christian,0.3,3,0,10.6,320,False,36.8,0,0,0,0,186,,2018-07-05T14:31:07Z,52,0,0,0,104953.jpg,1.0,0,0,Atsu,0.1,False,30,a,15,4,8.0,6,1072,22,7278,119,0.1,1.2,Atsu,1
0,0,25,None,None,1,114243,0,0,-1,1,15.7,0,0,3,-0.2,0.3,0,Jacob,0.3,6,0,6.3,321,False,25.0,0,0,0,0,216,,None,49,0,0,0,114243.jpg,1.5,0,0,Murphy,0.0,False,7,a,15,4,22.0,9,1391,33,2566,128,0.1,1.8,Murphy,0
0,0,0,0,0,0,195384,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Mikel,0.0,0,0,0.0,322,False,0.0,0,0,0,0,0,Transferred to  Real Sociedad,2018-07-13T08:33:32Z,50,0,0,0,195384.jpg,0.0,0,0,Merino,0.0,False,23,u,15,4,0.0,0,27,1,66,1,0.0,0.0,Merino,0
0,0,7,100,100,0,153127,0,0,-1,1,2.1,0,0,3,-0.5,0.0,0,Isaac,0.0,2,0,2.2,323,False,19.4,0,0,0,0,110,,2018-08-18T14:01:12Z,44,0,0,0,153127.jpg,0.0,1,0,Hayden,0.1,False,14,a,15,4,0.0,0,4143,57,9142,227,0.0,0.0,Hayden,0
0,0,20,None,None,0,76542,0,0,-3,3,17.2,0,0,3,-0.2,0.3,1,Sung-yueng,0.3,4,0,4.9,324,False,22.0,0,0,0,0,194,,None,47,0,0,0,76542.jpg,1.7,0,0,Ki,0.1,False,4,a,15,4,10.0,5,1067,31,8894,117,0.1,1.1,Ki Sung-yueng,0
0,0,0,0,0,0,104547,0,0,0,0,0.0,0,0,4,0.0,0.0,0,Dwight,0.0,0,0,0.0,325,False,0.0,0,0,0,0,0,Season-long to to West Bromwich Albion ,2018-08-07T09:52:46Z,60,0,0,0,104547.jpg,0.0,0,0,Gayle,0.1,False,9,u,15,4,0.0,0,150,1,7879,33,0.0,0.0,Gayle,0
1,0,55,None,None,3,168580,0,0,-4,4,145.3,0,0,4,2.5,3.0,2,Ayoze,3.0,12,0,42.3,326,False,105.0,0,0,0,0,734,,None,61,0,0,0,168580.jpg,2.2,0,0,Pérez,1.1,False,17,a,15,4,173.0,22,19838,1655,115088,2015,0.5,3.6,Pérez,0
0,3,74,None,None,1,61316,0,0,0,0,29.3,0,0,4,0.2,0.7,0,Jose Luis,0.7,9,2,35.0,327,False,107.4,0,0,0,0,436,,None,50,0,0,0,61316.jpg,2.4,0,0,Mato Sanmartín,4.0,False,21,a,15,4,215.0,22,376589,3853,316446,14611,0.1,4.4,Joselu,1
0,0,69,100,100,4,167767,0,0,-1,1,54.4,0,0,3,3.8,4.3,3,Robert Kenedy,4.3,7,1,32.4,458,False,114.4,0,0,0,0,681,,2018-10-20T13:01:17Z,49,0,1,0,167767.jpg,2.6,0,0,Nunes do Nascimento,1.2,False,15,a,15,4,155.0,23,51155,3377,107093,3079,0.9,4.7,Kenedy,0
0,0,3,None,None,0,119471,0,0,-3,3,0.1,0,0,2,-0.5,0.0,0,Fabian,0.0,1,0,2.6,482,False,25.4,0,0,0,0,78,,None,47,0,0,0,119471.jpg,1.0,0,0,Schär,0.1,False,5,a,15,4,0.0,1,800,26,12330,162,0.0,0.2,Schär,1
0,0,39,100,100,1,196118,0,0,-3,3,42.5,0,0,4,2.8,3.3,2,Yoshinori,3.3,5,1,20.4,488,False,51.8,0,0,0,0,315,,2018-10-20T13:01:17Z,57,0,0,0,196118.jpg,1.8,0,0,Muto,0.1,False,13,a,15,4,113.0,16,3356,613,6574,296,0.6,2.8,Muto,0
1,0,21,100,100,1,57134,0,0,-3,3,14.7,0,0,4,-0.2,0.3,1,Salomón,0.3,2,0,8.1,493,False,22.8,0,0,0,0,230,,2018-09-23T00:01:15Z,57,0,0,0,57134.jpg,2.0,0,0,Rondón,0.5,False,9,a,15,4,48.0,10,17746,479,75899,445,0.1,1.8,Rondón,0
1,1,126,100,100,2,57145,0,0,-1,1,40.9,0,0,2,2.5,3.0,6,Federico,3.0,10,0,25.3,516,False,167.6,0,0,0,0,630,,2018-10-06T15:31:14Z,44,0,0,0,57145.jpg,3.0,0,0,Fernández,0.2,False,18,a,15,4,44.0,21,4188,263,8312,111,0.7,4.8,Fernández,1
0,0,0,0,0,0,181397,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Jamie,0.0,0,0,0.0,530,False,0.0,0,0,0,0,0,Unknown - Unknown return date,2018-10-05T14:31:16Z,40,0,0,0,181397.jpg,0.0,0,0,Sterry,0.1,False,25,i,15,4,0.0,0,4274,49,3105,146,0.0,0.0,Sterry,0
0,0,0,None,None,0,180135,0,0,0,0,0.0,0,0,3,-0.5,0.0,0,Sean,0.0,0,0,0.0,531,False,0.0,0,0,0,0,0,,None,45,0,0,0,180135.jpg,0.0,0,0,Longstaff,0.0,False,36,a,15,4,0.0,0,452,21,291,25,0.0,0.0,Longstaff,0
0,4,112,100,100,3,84939,0,0,1,-1,169.2,0,0,4,0.2,1.7,2,Danny,1.7,9,3,75.5,258,False,175.2,0,0,0,0,700,,2018-09-15T16:31:14Z,56,0,0,0,84939.jpg,3.6,0,0,Ings,5.4,False,9,a,16,20,410.0,32,564938,6792,390546,23269,0.3,5.7,Ings,1
0,3,198,100,100,4,58376,0,0,0,0,0.0,1,0,1,3.2,4.7,6,Alex,4.7,14,0,23.6,328,False,235.6,0,0,0,0,900,,2018-10-11T09:01:15Z,45,0,0,0,58376.jpg,4.0,0,32,McCarthy,3.7,False,1,a,16,20,0.0,40,217299,1215,122011,3836,1.0,8.9,McCarthy,1
0,0,0,None,None,0,40383,0,0,-2,2,0.0,0,0,1,-1.5,0.0,0,Fraser,0.0,0,0,0.0,329,False,0.0,0,0,0,0,0,,None,43,0,0,0,40383.jpg,0.0,0,0,Forster,0.7,False,44,a,16,20,0.0,0,4456,228,35646,694,0.0,0.0,Forster,0
0,1,152,None,None,4,40146,0,0,-1,1,212.5,0,0,2,2.2,3.7,6,Ryan,3.7,14,1,46.8,330,False,174.2,0,0,0,0,900,,None,49,0,0,0,40146.jpg,3.3,0,0,Bertrand,4.5,False,21,a,16,20,82.0,33,73435,1178,197957,4293,0.8,6.7,Bertrand,4
0,0,17,None,None,0,80447,0,0,-3,3,0.3,0,0,2,-1.2,0.3,0,Maya,0.3,3,0,2.6,331,False,26.0,0,0,0,0,90,,None,42,0,0,0,80447.jpg,1.0,0,0,Yoshida,0.6,False,3,a,16,20,0.0,1,3973,74,54812,657,0.1,0.2,Yoshida,0
1,7,166,100,100,3,58822,0,0,-1,1,132.6,1,0,2,3.8,5.3,7,Cédric,5.3,14,0,38.1,332,False,169.2,0,0,0,0,865,,2018-08-12T12:31:12Z,44,0,0,0,58822.jpg,3.2,0,0,Soares,4.8,False,2,a,16,20,79.0,32,109750,5374,256848,4205,1.2,7.3,Cédric,3
0,1,84,None,None,3,88900,0,0,-2,2,33.8,0,0,2,2.8,4.3,7,Jack,4.3,2,0,18.8,333,False,79.0,0,0,0,0,360,,None,43,0,0,0,88900.jpg,4.8,0,0,Stephens,0.2,False,5,a,16,20,75.0,19,10542,375,15301,170,1.0,4.4,Stephens,1
0,0,0,0,0,0,153373,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Sam,0.0,0,0,0.0,334,False,0.0,0,0,0,0,0,Season-long loan to Middlesbrough,2018-08-30T19:31:12Z,40,0,0,0,153373.jpg,0.0,0,0,McQueen,0.7,False,38,u,16,20,0.0,0,5278,9,41686,690,0.0,0.0,McQueen,0
0,0,17,None,None,0,171771,0,0,-1,1,0.6,0,0,2,-1.2,0.3,0,Jan,0.3,1,0,4.0,335,False,38.6,0,0,0,0,80,,None,39,0,0,0,171771.jpg,1.0,0,0,Bednarek,4.1,False,35,a,16,20,0.0,2,118247,3956,183114,5129,0.1,0.5,Bednarek,0
0,3,174,None,None,4,167075,0,0,-1,1,17.0,0,0,2,3.8,5.3,7,Wesley,5.3,14,0,25.8,336,False,219.4,0,0,0,0,900,,None,44,1,0,0,167075.jpg,3.0,0,0,Hoedt,0.3,False,6,a,16,20,20.0,30,9957,508,15988,366,1.2,6.8,Hoedt,1
0,0,3,None,None,0,17339,0,0,-3,3,0.2,0,0,3,-1.5,0.0,0,Steven,0.0,1,0,0.1,337,False,1.0,0,0,0,0,6,,None,47,0,0,0,17339.jpg,1.0,0,0,Davis,0.1,False,8,a,16,20,0.0,1,907,32,5754,103,0.0,0.2,Davis,0
0,0,21,None,None,0,101178,0,0,-4,4,63.4,0,0,3,-1.2,0.3,1,James,0.3,3,0,9.9,338,False,27.4,0,0,0,0,109,,None,51,0,0,0,101178.jpg,1.3,0,0,Ward-Prowse,0.2,False,16,a,16,20,9.0,4,1259,28,19681,210,0.1,0.8,Ward-Prowse,0
0,0,27,None,None,2,78056,0,0,-2,2,20.2,0,0,3,-0.5,1.0,3,Oriol,1.0,8,0,9.2,339,False,52.8,0,0,0,0,360,,None,43,0,0,0,78056.jpg,1.3,0,0,Romeu Vidal,1.9,False,14,a,16,20,18.0,9,50733,7209,97961,3977,0.2,2.1,Oriol Romeu,3
0,4,138,75,None,2,132015,0,0,0,0,114.9,1,0,3,-0.1,1.3,0,Pierre-Emile,1.3,12,2,41.8,340,False,182.0,0,0,0,0,616,Illness - 75% chance of playing,2018-10-27T17:01:14Z,45,0,0,0,132015.jpg,3.7,1,0,Højbjerg,5.2,False,23,d,16,20,119.0,26,395602,1372,142657,30506,0.3,5.8,Højbjerg,1
0,0,0,0,0,0,128198,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Sofiane,0.0,0,0,0.0,341,False,0.0,0,0,0,0,0,Season-long loan to Celta Vigo,2018-07-21T11:01:08Z,55,0,0,0,128198.jpg,0.0,0,0,Boufal,0.0,False,19,u,16,20,0.0,0,28,1,284,1,0.0,0.0,Boufal,0
0,0,0,0,0,0,153379,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Joshua,0.0,0,0,0.0,342,False,0.0,0,0,0,0,0,Season-long loan to Reading,2018-08-21T06:48:36Z,45,0,0,0,153379.jpg,0.0,0,0,Sims,0.0,False,39,u,16,20,0.0,0,292,2,3512,33,0.0,0.0,Sims,0
0,0,98,None,None,4,83283,0,0,-2,2,237.7,0,0,3,1.2,2.7,3,Nathan,2.7,14,0,57.6,343,False,118.2,0,0,0,0,900,,None,53,0,0,0,83283.jpg,2.4,0,0,Redmond,0.3,False,22,a,16,20,221.0,24,11818,202,23479,850,0.5,4.5,Redmond,0
1,0,112,100,75,4,151086,-1,1,-1,1,95.5,0,0,3,0.5,1.5,3,Mario,2.0,14,0,34.8,344,False,143.6,0,0,0,0,875,,2018-10-27T14:01:14Z,49,0,0,0,151086.jpg,2.3,0,0,Lemina,0.3,False,18,a,16,20,109.0,23,19508,147,21216,510,0.4,4.7,Lemina,4
0,0,14,100,100,0,91047,0,0,-4,4,44.2,0,0,3,-1.2,0.3,0,Stuart,0.3,3,0,9.0,345,False,20.2,0,0,0,0,143,,2018-10-15T15:31:15Z,51,0,0,0,91047.jpg,1.0,0,0,Armstrong,0.1,False,17,a,16,20,25.0,6,562,8,10170,132,0.1,1.2,Armstrong,0
0,0,53,100,100,4,96787,-1,1,-3,3,186.8,0,0,3,0.5,2.0,3,Mohamed,2.0,2,0,41.2,346,False,75.2,0,0,0,0,496,,2018-09-22T20:01:15Z,62,0,0,0,96787.jpg,2.4,0,0,Elyounoussi,0.2,False,11,a,16,20,150.0,17,3490,48,20577,232,0.3,2.7,Elyounoussi,0
0,0,30,100,100,1,20452,0,0,-2,2,52.1,0,0,4,-0.5,1.0,1,Shane,1.0,6,0,20.6,347,False,36.8,0,0,0,0,367,,2018-10-15T15:31:15Z,48,0,0,0,20452.jpg,1.5,0,0,Long,1.2,False,7,a,16,20,116.0,12,48849,2106,87624,2673,0.2,2.5,Long,0
0,0,12,75,100,4,78356,0,0,-5,5,51.4,0,0,4,-0.1,1.3,2,Charlie,1.3,3,0,21.9,348,False,43.6,0,0,0,0,403,Knock - 75% chance of playing,2018-10-27T17:01:14Z,55,0,1,0,78356.jpg,1.3,0,0,Austin,0.4,False,10,d,16,20,128.0,10,10095,97,79862,1044,0.2,1.8,Austin,0
0,0,13,100,100,0,61548,0,0,-4,4,28.9,0,0,4,-0.2,1.3,1,Manolo,1.3,5,0,9.3,349,False,13.8,0,0,0,0,178,,2018-09-20T13:31:13Z,56,0,0,0,61548.jpg,1.1,0,0,Gabbiadini,0.2,False,20,a,16,20,55.0,8,2577,107,15262,204,0.2,1.4,Gabbiadini,0
0,0,0,0,0,0,98914,0,0,0,0,0.0,0,0,4,0.0,0.0,0,Guido,0.0,0,0,0.0,350,False,0.0,0,0,0,0,0,Season-long loan to Leganes,2018-07-10T10:08:52Z,55,0,0,0,98914.jpg,0.0,0,0,Carrillo,0.0,False,9,u,16,20,0.0,0,80,2,201,5,0.0,0.0,Carrillo,0
0,0,0,None,None,0,107265,-1,1,-2,2,0.0,0,0,1,-1.5,0.0,0,Angus,0.0,0,0,0.0,452,False,0.0,0,0,0,0,0,,None,43,0,0,0,107265.jpg,0.0,0,0,Gunn,0.2,False,28,a,16,20,0.0,0,397,37,5428,82,0.0,0.0,Gunn,0
0,0,106,100,100,2,93100,-1,1,-3,3,20.1,0,0,2,-1.5,0.0,0,Jannik,0.0,9,0,17.9,463,False,132.2,0,0,0,0,540,,2018-08-18T18:01:12Z,47,0,0,0,93100.jpg,2.5,0,0,Vestergaard,0.3,False,4,a,16,20,27.0,15,4762,32,22220,700,0.0,3.2,Vestergaard,1
1,0,22,None,None,0,169359,0,0,-2,2,50.6,0,0,2,-1.5,0.0,0,Matt,0.0,3,0,8.6,479,False,31.4,0,0,0,0,71,,None,43,0,0,0,169359.jpg,2.0,0,0,Targett,0.1,False,33,a,16,20,4.0,4,727,6,4002,69,0.0,0.9,Targett,0
0,3,137,100,100,3,37915,0,0,-1,1,0.0,0,0,1,7.2,6.2,3,Hugo,6.7,3,0,16.9,351,False,168.4,0,0,0,0,540,,2018-08-31T12:31:13Z,54,0,0,0,37915.jpg,5.2,0,21,Lloris,4.2,False,1,a,17,6,0.0,31,71025,2948,290968,2694,1.2,5.7,Lloris,0
0,1,36,100,100,0,39215,0,0,-1,1,0.0,0,0,1,0.5,-0.5,0,Michel,0.0,4,0,6.6,352,False,66.8,0,0,0,0,180,,2018-09-22T16:01:13Z,49,0,0,0,39215.jpg,2.5,0,9,Vorm,0.1,False,13,a,17,6,0.0,5,6863,28,9154,121,0.0,1.0,Vorm,0
0,1,188,None,None,4,55605,0,0,-1,1,34.5,0,0,2,5.2,4.2,2,Toby,4.7,7,0,27.5,353,False,182.0,0,0,0,0,800,,None,59,0,0,0,55605.jpg,3.6,0,0,Alderweireld,2.7,False,4,a,17,6,59.0,32,42964,1893,85388,2079,0.8,5.4,Alderweireld,1
2,2,100,0,0,3,38290,0,0,-1,1,72.6,0,0,2,0.0,0.0,0,Danny,2.0,3,0,19.7,354,False,81.4,0,0,0,0,439,Groin Injury - Expected back 03 Nov,2018-10-06T17:01:15Z,59,0,0,0,38290.jpg,4.7,0,0,Rose,0.9,False,3,i,17,6,44.0,28,28433,48,60360,2277,0.3,4.7,Rose,2
0,3,131,0,0,1,39194,0,0,-1,1,33.1,0,0,2,0.0,0.0,0,Jan,0.0,7,1,28.1,355,False,193.4,0,0,0,0,585,Hamstring injury - Expected back 01 Dec,2018-09-29T16:31:13Z,59,0,0,0,39194.jpg,3.4,0,0,Vertonghen,4.9,False,5,i,17,6,55.0,24,162378,43,460842,12527,0.0,4.1,Vertonghen,0
0,0,84,None,None,1,115556,0,0,-4,4,92.0,0,0,2,3.2,2.2,1,Ben,2.7,5,0,24.0,356,False,77.8,0,0,0,0,458,,None,56,0,0,0,115556.jpg,2.0,0,0,Davies,2.2,False,33,a,17,6,70.0,14,20035,807,337546,2013,0.5,2.5,Davies,1
3,8,229,100,100,4,77794,0,0,3,-3,303.7,3,0,2,5.5,4.5,2,Kieran,5.0,7,1,57.9,357,False,223.2,0,0,0,0,795,,2018-08-27T22:01:13Z,63,0,0,0,77794.jpg,6.0,0,0,Trippier,33.6,False,2,a,17,6,53.0,54,1084827,27515,606333,27317,0.8,8.6,Trippier,1
0,0,0,None,None,0,158534,0,0,-2,2,0.0,0,0,2,0.5,-0.5,0,Kyle,0.0,0,0,0.0,358,False,0.0,0,0,0,0,0,,None,43,0,0,0,158534.jpg,0.0,0,0,Walker-Peters,0.3,False,16,a,17,6,0.0,0,6768,212,20318,380,0.0,0.0,Walker-Peters,0
2,4,162,None,None,3,173904,0,0,-2,2,14.4,1,0,2,6.8,5.8,2,Davinson,6.3,5,0,24.0,359,False,162.6,0,0,0,0,602,,None,58,0,0,0,173904.jpg,4.9,0,0,Sánchez,2.0,False,6,a,17,6,63.0,34,31275,3380,74567,1791,1.1,5.9,Sánchez,1
1,0,24,100,100,0,80226,0,0,-2,2,21.1,0,0,2,0.5,-0.5,0,Serge,0.0,1,0,5.8,360,False,32.8,0,0,0,0,104,,2018-09-26T22:31:13Z,58,0,0,0,80226.jpg,3.0,0,0,Aurier,0.6,False,24,a,17,6,4.0,6,7959,65,37191,287,0.0,1.0,Aurier,0
0,0,134,75,100,4,93264,0,0,-2,2,81.6,0,0,3,3.6,3.8,2,Eric,4.3,6,1,27.6,361,False,148.2,0,0,0,0,757,Thigh injury - 75% chance of playing,2018-10-31T13:31:14Z,48,0,0,0,93264.jpg,2.9,0,0,Dier,2.1,False,15,d,17,6,45.0,26,82168,3932,90086,6814,0.9,5.4,Dier,1
0,0,71,100,100,1,39104,0,0,-1,1,17.4,0,0,3,1.5,0.5,2,Mousa,1.0,6,0,7.1,362,False,51.0,0,0,0,0,506,,2018-09-29T16:31:13Z,49,0,0,0,39104.jpg,1.4,0,0,Dembélé,1.0,False,19,a,17,6,1.0,13,22606,681,62346,1037,0.2,2.7,Dembélé,1
